id,City,Title,Rating,Reviews,Description,Tips,Address,Timings,Ticket Price
286,Sharm El Sheikh,Shark's Bay - Section 1,4.5,20000,A popular diving spot known for its coral reefs and marine biodiversity.,Visit during sunset for the best photos,"Shark's Bay, Sharm El Sheikh",Open 24 hours,
287,Sharm El Sheikh,Old Market (El Sahaba) - Section 1,4.4,35000,"A traditional market with local crafts, spices, and the beautiful Al Sahaba Mosque.",Wear comfortable walking shoes,"Sharm El Maya, Sharm El Sheikh",09:00-23:00,
288,Sharm El Sheikh,Soho Square - Section 1,4.3,30000,"A modern entertainment complex with restaurants, shops, and the dancing fountain.",Arrive early to avoid crowds and heat,"White Knight Bay, Sharm El Sheikh",18:00-02:00,
289,Sharm El Sheikh,Colored Canyon - Section 1,4.7,15000,A stunning canyon with colorful rock formations in the Sinai desert.,Arrive early to avoid crowds and heat,"Nuweiba, South Sinai",06:00-18:00,150.0
290,Sharm El Sheikh,Saint Catherine's Monastery - Section 1,4.8,10000,One of the oldest continuously inhabited Christian monasteries at the foot of Mount Sinai.,Arrive early to avoid crowds and heat,"Saint Catherine, South Sinai",09:00-12:00,100.0
291,Sharm El Sheikh,Mount Sinai - Section 1,4.7,8000,The biblical mountain where Moses received the Ten Commandments.,Book tickets online in advance,"Saint Catherine, South Sinai",Open 24 hours,
292,Sharm El Sheikh,Farsha Mountain Lounge - Section 1,4.5,25000,A unique outdoor cafe built into the mountainside with bohemian decor.,Bring water and sun protection,"Hadaba, Sharm El Sheikh",12:00-02:00,
293,Sharm El Sheikh,Ras Mohammed National Park - Section 2,4.8,40000,Egypt's most famous national park with stunning coral reefs and marine life.,Check opening hours before visiting,South Sinai,08:00-17:00,200.0
294,Sharm El Sheikh,Naama Bay - Section 2,4.3,60000,"The heart of Sharm El Sheikh with beaches, restaurants, and nightlife.",Combine with nearby attractions for a full day trip,"Naama Bay, Sharm El Sheikh",Open 24 hours,
295,Sharm El Sheikh,Tiran Island - Section 2,4.6,25000,A beautiful island with world-class snorkeling and diving spots.,Wear comfortable walking shoes,Strait of Tiran,08:00-17:00,350.0
296,Sharm El Sheikh,Shark's Bay - Section 2,4.5,20000,A popular diving spot known for its coral reefs and marine biodiversity.,Arrive early to avoid crowds and heat,"Shark's Bay, Sharm El Sheikh",Open 24 hours,
297,Sharm El Sheikh,Old Market (El Sahaba) - Section 2,4.4,35000,"A traditional market with local crafts, spices, and the beautiful Al Sahaba Mosque.",Visit during sunset for the best photos,"Sharm El Maya, Sharm El Sheikh",09:00-23:00,
298,Sharm El Sheikh,Soho Square - Section 2,4.3,30000,"A modern entertainment complex with restaurants, shops, and the dancing fountain.",Visit during sunset for the best photos,"White Knight Bay, Sharm El Sheikh",18:00-02:00,
299,Sharm El Sheikh,Colored Canyon - Section 2,4.7,15000,A stunning canyon with colorful rock formations in the Sinai desert.,Check opening hours before visiting,"Nuweiba, South Sinai",06:00-18:00,150.0
300,Sharm El Sheikh,Saint Catherine's Monastery - Section 2,4.8,10000,One of the oldest continuously inhabited Christian monasteries at the foot of Mount Sinai.,Hire a local guide for the best experience,"Saint Catherine, South Sinai",09:00-12:00,100.0
301,Sharm El Sheikh,Mount Sinai - Section 2,4.7,8000,The biblical mountain where Moses received the Ten Commandments.,Bring water and sun protection,"Saint Catherine, South Sinai",Open 24 hours,
302,Sharm El Sheikh,Farsha Mountain Lounge - Section 2,4.5,25000,A unique outdoor cafe built into the mountainside with bohemian decor.,Bring water and sun protection,"Hadaba, Sharm El Sheikh",12:00-02:00,
303,Sharm El Sheikh,Ras Mohammed National Park - Section 3,4.8,40000,Egypt's most famous national park with stunning coral reefs and marine life.,Book tickets online in advance,South Sinai,08:00-17:00,200.0
304,Sharm El Sheikh,Naama Bay - Section 3,4.3,60000,"The heart of Sharm El Sheikh with beaches, restaurants, and nightlife.",Hire a local guide for the best experience,"Naama Bay, Sharm El Sheikh",Open 24 hours,
305,Sharm El Sheikh,Tiran Island - Section 3,4.6,25000,A beautiful island with world-class snorkeling and diving spots.,Wear comfortable walking shoes,Strait of Tiran,08:00-17:00,350.0
306,Sharm El Sheikh,Shark's Bay - Section 3,4.5,20000,A popular diving spot known for its coral reefs and marine biodiversity.,Book tickets online in advance,"Shark's Bay, Sharm El Sheikh",Open 24 hours,
307,Sharm El Sheikh,Old Market (El Sahaba) - Section 3,4.4,35000,"A traditional market with local crafts, spices, and the beautiful Al Sahaba Mosque.",Hire a local guide for the best experience,"Sharm El Maya, Sharm El Sheikh",09:00-23:00,
308,Sharm El Sheikh,Soho Square - Section 3,4.3,30000,"A modern entertainment complex with restaurants, shops, and the dancing fountain.",Combine with nearby attractions for a full day trip,"White Knight Bay, Sharm El Sheikh",18:00-02:00,
309,Sharm El Sheikh,Colored Canyon - Section 3,4.7,15000,A stunning canyon with colorful rock formations in the Sinai desert.,Bring water and sun protection,"Nuweiba, South Sinai",06:00-18:00,150.0
310,Sharm El Sheikh,Saint Catherine's Monastery - Section 3,4.8,10000,One of the oldest continuously inhabited Christian monasteries at the foot of Mount Sinai.,Wear comfortable walking shoes,"Saint Catherine, South Sinai",09:00-12:00,100.0
311,Sharm El Sheikh,Mount Sinai - Section 3,4.7,8000,The biblical mountain where Moses received the Ten Commandments.,Combine with nearby attractions for a full day trip,"Saint Catherine, South Sinai",Open 24 hours,
312,Sharm El Sheikh,Farsha Mountain Lounge - Section 3,4.5,25000,A unique outdoor cafe built into the mountainside with bohemian decor.,Wear comfortable walking shoes,"Hadaba, Sharm El Sheikh",12:00-02:00,
313,Sharm El Sheikh,Ras Mohammed National Park - Section 4,4.8,40000,Egypt's most famous national park with stunning coral reefs and marine life.,Book tickets online in advance,South Sinai,08:00-17:00,200.0
314,Sharm El Sheikh,Naama Bay - Section 4,4.3,60000,"The heart of Sharm El Sheikh with beaches, restaurants, and nightlife.",Hire a local guide for the best experience,"Naama Bay, Sharm El Sheikh",Open 24 hours,
315,Sharm El Sheikh,Tiran Island - Section 4,4.6,25000,A beautiful island with world-class snorkeling and diving spots.,Bring water and sun protection,Strait of Tiran,08:00-17:00,350.0
316,Sharm El Sheikh,Shark's Bay - Section 4,4.5,20000,A popular diving spot known for its coral reefs and marine biodiversity.,Bring water and sun protection,"Shark's Bay, Sharm El Sheikh",Open 24 hours,
317,Sharm El Sheikh,Old Market (El Sahaba) - Section 4,4.4,35000,"A traditional market with local crafts, spices, and the beautiful Al Sahaba Mosque.",Check opening hours before visiting,"Sharm El Maya, Sharm El Sheikh",09:00-23:00,
318,Sharm El Sheikh,Soho Square - Section 4,4.3,30000,"A modern entertainment complex with restaurants, shops, and the dancing fountain.",Wear comfortable walking shoes,"White Knight Bay, Sharm El Sheikh",18:00-02:00,
319,Sharm El Sheikh,Colored Canyon - Section 4,4.7,15000,A stunning canyon with colorful rock formations in the Sinai desert.,Wear comfortable walking shoes,"Nuweiba, South Sinai",06:00-18:00,150.0
320,Sharm El Sheikh,Saint Catherine's Monastery - Section 4,4.8,10000,One of the oldest continuously inhabited Christian monasteries at the foot of Mount Sinai.,Wear comfortable walking shoes,"Saint Catherine, South Sinai",09:00-12:00,100.0
321,Sharm El Sheikh,Mount Sinai - Section 4,4.7,8000,The biblical mountain where Moses received the Ten Commandments.,Arrive early to avoid crowds and heat,"Saint Catherine, South Sinai",Open 24 hours,
322,Sharm El Sheikh,Farsha Mountain Lounge - Section 4,4.5,25000,A unique outdoor cafe built into the mountainside with bohemian decor.,Check opening hours before visiting,"Hadaba, Sharm El Sheikh",12:00-02:00,
323,Sharm El Sheikh,Ras Mohammed National Park - Section 5,4.8,40000,Egypt's most famous national park with stunning coral reefs and marine life.,Book tickets online in advance,South Sinai,08:00-17:00,200.0
324,Aswan,Philae Temple - Section 1,4.8,50000,"A beautiful temple complex dedicated to the goddess Isis, relocated to Agilkia Island.",Arrive early to avoid crowds and heat,"Agilkia Island, Aswan",07:00-17:00,200.0
325,Aswan,Abu Simbel - Section 1,4.9,80000,"Two massive rock temples built by Ramses II, relocated to avoid flooding from Lake Nasser.",Check opening hours before visiting,"Abu Simbel, Aswan",06:00-18:00,400.0
326,Aswan,Nubian Village - Section 1,4.5,30000,"A colorful village showcasing Nubian culture, traditions, and hospitality.",Wear comfortable walking shoes,"West Bank, Aswan",08:00-20:00,
327,Aswan,Unfinished Obelisk - Section 1,4.4,20000,"The largest known ancient obelisk, offering insight into ancient stone-cutting techniques.",Wear comfortable walking shoes,Aswan,07:00-17:00,120.0
328,Aswan,Aswan High Dam - Section 1,4.2,25000,An engineering marvel that controls the Nile's flood and generates hydroelectric power.,Bring water and sun protection,Aswan,08:00-17:00,80.0
329,Aswan,Kom Ombo Temple - Section 1,4.6,35000,A unique double temple dedicated to Sobek the crocodile god and Horus the falcon god.,Book tickets online in advance,"Kom Ombo, Aswan",07:00-17:00,180.0
330,Aswan,Edfu Temple - Section 1,4.7,40000,"One of the best-preserved temples in Egypt, dedicated to the falcon god Horus.",Book tickets online in advance,"Edfu, Aswan",07:00-17:00,180.0
331,Aswan,Elephantine Island - Section 1,4.4,15000,An island in the Nile with ancient ruins and a Nubian village.,Combine with nearby attractions for a full day trip,Aswan,Open 24 hours,
332,Aswan,Aswan Botanical Garden - Section 1,4.5,12000,A peaceful garden on Kitchener's Island with exotic plants from around the world.,Visit during sunset for the best photos,"Kitchener's Island, Aswan",08:00-17:00,40.0
333,Aswan,Nubian Museum - Section 1,4.6,18000,A museum showcasing Nubian culture and history from prehistoric to modern times.,Check opening hours before visiting,"Sharia Abtal El Tahrir, Aswan",09:00-17:00,100.0
334,Aswan,Philae Temple - Section 2,4.8,50000,"A beautiful temple complex dedicated to the goddess Isis, relocated to Agilkia Island.",Hire a local guide for the best experience,"Agilkia Island, Aswan",07:00-17:00,200.0
335,Aswan,Abu Simbel - Section 2,4.9,80000,"Two massive rock temples built by Ramses II, relocated to avoid flooding from Lake Nasser.",Visit during sunset for the best photos,"Abu Simbel, Aswan",06:00-18:00,400.0
336,Aswan,Nubian Village - Section 2,4.5,30000,"A colorful village showcasing Nubian culture, traditions, and hospitality.",Visit during sunset for the best photos,"West Bank, Aswan",08:00-20:00,
337,Aswan,Unfinished Obelisk - Section 2,4.4,20000,"The largest known ancient obelisk, offering insight into ancient stone-cutting techniques.",Wear comfortable walking shoes,Aswan,07:00-17:00,120.0
338,Aswan,Aswan High Dam - Section 2,4.2,25000,An engineering marvel that controls the Nile's flood and generates hydroelectric power.,Bring water and sun protection,Aswan,08:00-17:00,80.0
339,Aswan,Kom Ombo Temple - Section 2,4.6,35000,A unique double temple dedicated to Sobek the crocodile god and Horus the falcon god.,Combine with nearby attractions for a full day trip,"Kom Ombo, Aswan",07:00-17:00,180.0
340,Aswan,Edfu Temple - Section 2,4.7,40000,"One of the best-preserved temples in Egypt, dedicated to the falcon god Horus.",Hire a local guide for the best experience,"Edfu, Aswan",07:00-17:00,180.0
341,Aswan,Elephantine Island - Section 2,4.4,15000,An island in the Nile with ancient ruins and a Nubian village.,Wear comfortable walking shoes,Aswan,Open 24 hours,
342,Aswan,Aswan Botanical Garden - Section 2,4.5,12000,A peaceful garden on Kitchener's Island with exotic plants from around the world.,Wear comfortable walking shoes,"Kitchener's Island, Aswan",08:00-17:00,40.0
343,Aswan,Nubian Museum - Section 2,4.6,18000,A museum showcasing Nubian culture and history from prehistoric to modern times.,Visit during sunset for the best photos,"Sharia Abtal El Tahrir, Aswan",09:00-17:00,100.0
344,Aswan,Philae Temple - Section 3,4.8,50000,"A beautiful temple complex dedicated to the goddess Isis, relocated to Agilkia Island.",Visit during sunset for the best photos,"Agilkia Island, Aswan",07:00-17:00,200.0
345,Aswan,Abu Simbel - Section 3,4.9,80000,"Two massive rock temples built by Ramses II, relocated to avoid flooding from Lake Nasser.",Book tickets online in advance,"Abu Simbel, Aswan",06:00-18:00,400.0
346,Aswan,Nubian Village - Section 3,4.5,30000,"A colorful village showcasing Nubian culture, traditions, and hospitality.",Bring water and sun protection,"West Bank, Aswan",08:00-20:00,
347,Aswan,Unfinished Obelisk - Section 3,4.4,20000,"The largest known ancient obelisk, offering insight into ancient stone-cutting techniques.",Visit during sunset for the best photos,Aswan,07:00-17:00,120.0
348,Aswan,Aswan High Dam - Section 3,4.2,25000,An engineering marvel that controls the Nile's flood and generates hydroelectric power.,Hire a local guide for the best experience,Aswan,08:00-17:00,80.0
349,Aswan,Kom Ombo Temple - Section 3,4.6,35000,A unique double temple dedicated to Sobek the crocodile god and Horus the falcon god.,Arrive early to avoid crowds and heat,"Kom Ombo, Aswan",07:00-17:00,180.0
350,Aswan,Edfu Temple - Section 3,4.7,40000,"One of the best-preserved temples in Egypt, dedicated to the falcon god Horus.",Wear comfortable walking shoes,"Edfu, Aswan",07:00-17:00,180.0
351,Aswan,Elephantine Island - Section 3,4.4,15000,An island in the Nile with ancient ruins and a Nubian village.,Arrive early to avoid crowds and heat,Aswan,Open 24 hours,
352,Aswan,Aswan Botanical Garden - Section 3,4.5,12000,A peaceful garden on Kitchener's Island with exotic plants from around the world.,Bring water and sun protection,"Kitchener's Island, Aswan",08:00-17:00,40.0
353,Aswan,Nubian Museum - Section 3,4.6,18000,A museum showcasing Nubian culture and history from prehistoric to modern times.,Arrive early to avoid crowds and heat,"Sharia Abtal El Tahrir, Aswan",09:00-17:00,100.0
354,Aswan,Philae Temple - Section 4,4.8,50000,"A beautiful temple complex dedicated to the goddess Isis, relocated to Agilkia Island.",Book tickets online in advance,"Agilkia Island, Aswan",07:00-17:00,200.0
355,Aswan,Abu Simbel - Section 4,4.9,80000,"Two massive rock temples built by Ramses II, relocated to avoid flooding from Lake Nasser.",Book tickets online in advance,"Abu Simbel, Aswan",06:00-18:00,400.0
356,Aswan,Nubian Village - Section 4,4.5,30000,"A colorful village showcasing Nubian culture, traditions, and hospitality.",Hire a local guide for the best experience,"West Bank, Aswan",08:00-20:00,
357,Aswan,Unfinished Obelisk - Section 4,4.4,20000,"The largest known ancient obelisk, offering insight into ancient stone-cutting techniques.",Combine with nearby attractions for a full day trip,Aswan,07:00-17:00,120.0
358,Aswan,Aswan High Dam - Section 4,4.2,25000,An engineering marvel that controls the Nile's flood and generates hydroelectric power.,Bring water and sun protection,Aswan,08:00-17:00,80.0
359,Aswan,Kom Ombo Temple - Section 4,4.6,35000,A unique double temple dedicated to Sobek the crocodile god and Horus the falcon god.,Bring water and sun protection,"Kom Ombo, Aswan",07:00-17:00,180.0
360,Aswan,Edfu Temple - Section 4,4.7,40000,"One of the best-preserved temples in Egypt, dedicated to the falcon god Horus.",Wear comfortable walking shoes,"Edfu, Aswan",07:00-17:00,180.0
361,Aswan,Elephantine Island - Section 4,4.4,15000,An island in the Nile with ancient ruins and a Nubian village.,Arrive early to avoid crowds and heat,Aswan,Open 24 hours,
